election_cycle,race_type,name_incumbent,name_challenger,name_third,scenario_id,scenario_probability,scenario_description,model,date_modeled,simulation_timestamp,simulation_count
2020,President,Trump,Biden,,1,0.003075,Electoral College deadlock (No candidate gets 270 electoral votes),1,2020-07-28,10:32:31 10 Aug 2020,40000
2020,President,Trump,Biden,,2,0.046725,Recount (1+ decisive states within 0.5 ppt),1,2020-07-28,10:32:31 10 Aug 2020,40000
2020,President,Trump,Biden,,3,0.1666,Trump wins popular vote,1,2020-07-28,10:32:31 10 Aug 2020,40000
2020,President,Trump,Biden,,4,0.8334,Biden wins popular vote,1,2020-07-28,10:32:31 10 Aug 2020,40000
2020,President,Trump,Biden,,5,0.0014,Trump wins popular vote but loses Electoral College,1,2020-07-28,10:32:31 10 Aug 2020,40000
2020,President,Trump,Biden,,6,0.0969625,Biden wins popular vote but loses Electoral College,1,2020-07-28,10:32:31 10 Aug 2020,40000
2020,President,Trump,Biden,,8,0.126075,Trump majority (at least 50 percent of the vote),1,2020-07-28,10:32:31 10 Aug 2020,40000
2020,President,Trump,Biden,,9,0.7839,Biden majority (at least 50 percent of the vote),1,2020-07-28,10:32:31 10 Aug 2020,40000
2020,President,Trump,Biden,,10,0.013025,Trump landslide (double-digit popular vote margin),1,2020-07-28,10:32:31 10 Aug 2020,40000
2020,President,Trump,Biden,,11,0.3355,Biden landslide (double-digit popular vote margin),1,2020-07-28,10:32:31 10 Aug 2020,40000
2020,President,Trump,Biden,,12,0.000475,Map exactly the same as in 2016,1,2020-07-28,10:32:31 10 Aug 2020,40000
2020,President,Trump,Biden,,13,0.41735,Trump wins at least one state Clinton won in 2016,1,2020-07-28,10:32:31 10 Aug 2020,40000
2020,President,Trump,Biden,,14,0.8834,Biden wins at least one state Trump won in 2016,1,2020-07-28,10:32:31 10 Aug 2020,40000
2020,President,Trump,Biden,,1,0.003475,Electoral College deadlock (No candidate gets 270 electoral votes),1,2020-07-27,10:32:26 10 Aug 2020,40000
2020,President,Trump,Biden,,2,0.04465,Recount (1+ decisive states within 0.5 ppt),1,2020-07-27,10:32:26 10 Aug 2020,40000
2020,President,Trump,Biden,,3,0.173875,Trump wins popular vote,1,2020-07-27,10:32:26 10 Aug 2020,40000
2020,President,Trump,Biden,,4,0.826125,Biden wins popular vote,1,2020-07-27,10:32:26 10 Aug 2020,40000
2020,President,Trump,Biden,,5,0.00145,Trump wins popular vote but loses Electoral College,1,2020-07-27,10:32:26 10 Aug 2020,40000
2020,President,Trump,Biden,,6,0.0960625,Biden wins popular vote but loses Electoral College,1,2020-07-27,10:32:26 10 Aug 2020,40000
2020,President,Trump,Biden,,8,0.132875,Trump majority (at least 50 percent of the vote),1,2020-07-27,10:32:26 10 Aug 2020,40000
2020,President,Trump,Biden,,9,0.774525,Biden majority (at least 50 percent of the vote),1,2020-07-27,10:32:26 10 Aug 2020,40000
2020,President,Trump,Biden,,10,0.015825,Trump landslide (double-digit popular vote margin),1,2020-07-27,10:32:26 10 Aug 2020,40000
2020,President,Trump,Biden,,11,0.329925,Biden landslide (double-digit popular vote margin),1,2020-07-27,10:32:26 10 Aug 2020,40000
2020,President,Trump,Biden,,12,0.000375,Map exactly the same as in 2016,1,2020-07-27,10:32:26 10 Aug 2020,40000
2020,President,Trump,Biden,,13,0.436225,Trump wins at least one state Clinton won in 2016,1,2020-07-27,10:32:26 10 Aug 2020,40000
2020,President,Trump,Biden,,14,0.87595,Biden wins at least one state Trump won in 2016,1,2020-07-27,10:32:26 10 Aug 2020,40000
2020,President,Trump,Biden,,1,0.00315,Electoral College deadlock (No candidate gets 270 electoral votes),1,2020-07-26,10:33:13 10 Aug 2020,40000
2020,President,Trump,Biden,,2,0.043475,Recount (1+ decisive states within 0.5 ppt),1,2020-07-26,10:33:13 10 Aug 2020,40000
2020,President,Trump,Biden,,3,0.178825,Trump wins popular vote,1,2020-07-26,10:33:13 10 Aug 2020,40000
2020,President,Trump,Biden,,4,0.821175,Biden wins popular vote,1,2020-07-26,10:33:13 10 Aug 2020,40000
2020,President,Trump,Biden,,5,0.001725,Trump wins popular vote but loses Electoral College,1,2020-07-26,10:33:13 10 Aug 2020,40000
2020,President,Trump,Biden,,6,0.09195,Biden wins popular vote but loses Electoral College,1,2020-07-26,10:33:13 10 Aug 2020,40000
2020,President,Trump,Biden,,8,0.13665,Trump majority (at least 50 percent of the vote),1,2020-07-26,10:33:13 10 Aug 2020,40000
2020,President,Trump,Biden,,9,0.770625,Biden majority (at least 50 percent of the vote),1,2020-07-26,10:33:13 10 Aug 2020,40000
2020,President,Trump,Biden,,10,0.016025,Trump landslide (double-digit popular vote margin),1,2020-07-26,10:33:13 10 Aug 2020,40000
2020,President,Trump,Biden,,11,0.326775,Biden landslide (double-digit popular vote margin),1,2020-07-26,10:33:13 10 Aug 2020,40000
2020,President,Trump,Biden,,12,0.00045,Map exactly the same as in 2016,1,2020-07-26,10:33:13 10 Aug 2020,40000
2020,President,Trump,Biden,,13,0.43295,Trump wins at least one state Clinton won in 2016,1,2020-07-26,10:33:13 10 Aug 2020,40000
2020,President,Trump,Biden,,14,0.87725,Biden wins at least one state Trump won in 2016,1,2020-07-26,10:33:13 10 Aug 2020,40000
2020,President,Trump,Biden,,1,0.002975,Electoral College deadlock (No candidate gets 270 electoral votes),1,2020-07-25,10:35:37 10 Aug 2020,40000
2020,President,Trump,Biden,,2,0.0423,Recount (1+ decisive states within 0.5 ppt),1,2020-07-25,10:35:37 10 Aug 2020,40000
2020,President,Trump,Biden,,3,0.180675,Trump wins popular vote,1,2020-07-25,10:35:37 10 Aug 2020,40000
2020,President,Trump,Biden,,4,0.819325,Biden wins popular vote,1,2020-07-25,10:35:37 10 Aug 2020,40000
2020,President,Trump,Biden,,5,0.0015625,Trump wins popular vote but loses Electoral College,1,2020-07-25,10:35:37 10 Aug 2020,40000
2020,President,Trump,Biden,,6,0.0844,Biden wins popular vote but loses Electoral College,1,2020-07-25,10:35:37 10 Aug 2020,40000
2020,President,Trump,Biden,,8,0.1399,Trump majority (at least 50 percent of the vote),1,2020-07-25,10:35:37 10 Aug 2020,40000
2020,President,Trump,Biden,,9,0.769825,Biden majority (at least 50 percent of the vote),1,2020-07-25,10:35:37 10 Aug 2020,40000
2020,President,Trump,Biden,,10,0.0163,Trump landslide (double-digit popular vote margin),1,2020-07-25,10:35:37 10 Aug 2020,40000
2020,President,Trump,Biden,,11,0.326275,Biden landslide (double-digit popular vote margin),1,2020-07-25,10:35:37 10 Aug 2020,40000
2020,President,Trump,Biden,,12,0.000325,Map exactly the same as in 2016,1,2020-07-25,10:35:37 10 Aug 2020,40000
2020,President,Trump,Biden,,13,0.433325,Trump wins at least one state Clinton won in 2016,1,2020-07-25,10:35:37 10 Aug 2020,40000
2020,President,Trump,Biden,,14,0.87725,Biden wins at least one state Trump won in 2016,1,2020-07-25,10:35:37 10 Aug 2020,40000
2020,President,Trump,Biden,,1,0.003225,Electoral College deadlock (No candidate gets 270 electoral votes),1,2020-07-24,10:38:25 10 Aug 2020,40000
2020,President,Trump,Biden,,2,0.045275,Recount (1+ decisive states within 0.5 ppt),1,2020-07-24,10:38:25 10 Aug 2020,40000
2020,President,Trump,Biden,,3,0.183275,Trump wins popular vote,1,2020-07-24,10:38:25 10 Aug 2020,40000
2020,President,Trump,Biden,,4,0.816725,Biden wins popular vote,1,2020-07-24,10:38:25 10 Aug 2020,40000
2020,President,Trump,Biden,,5,0.001825,Trump wins popular vote but loses Electoral College,1,2020-07-24,10:38:25 10 Aug 2020,40000
2020,President,Trump,Biden,,6,0.0904375,Biden wins popular vote but loses Electoral College,1,2020-07-24,10:38:25 10 Aug 2020,40000
2020,President,Trump,Biden,,8,0.1421,Trump majority (at least 50 percent of the vote),1,2020-07-24,10:38:25 10 Aug 2020,40000
2020,President,Trump,Biden,,9,0.76465,Biden majority (at least 50 percent of the vote),1,2020-07-24,10:38:25 10 Aug 2020,40000
2020,President,Trump,Biden,,10,0.0163,Trump landslide (double-digit popular vote margin),1,2020-07-24,10:38:25 10 Aug 2020,40000
2020,President,Trump,Biden,,11,0.325625,Biden landslide (double-digit popular vote margin),1,2020-07-24,10:38:25 10 Aug 2020,40000
2020,President,Trump,Biden,,12,0.000525,Map exactly the same as in 2016,1,2020-07-24,10:38:25 10 Aug 2020,40000
2020,President,Trump,Biden,,13,0.4339,Trump wins at least one state Clinton won in 2016,1,2020-07-24,10:38:25 10 Aug 2020,40000
2020,President,Trump,Biden,,14,0.873075,Biden wins at least one state Trump won in 2016,1,2020-07-24,10:38:25 10 Aug 2020,40000
2020,President,Trump,Biden,,1,0.003325,Electoral College deadlock (No candidate gets 270 electoral votes),1,2020-07-23,10:38:51 10 Aug 2020,40000
2020,President,Trump,Biden,,2,0.043175,Recount (1+ decisive states within 0.5 ppt),1,2020-07-23,10:38:51 10 Aug 2020,40000
2020,President,Trump,Biden,,3,0.181825,Trump wins popular vote,1,2020-07-23,10:38:51 10 Aug 2020,40000
2020,President,Trump,Biden,,4,0.818175,Biden wins popular vote,1,2020-07-23,10:38:51 10 Aug 2020,40000
2020,President,Trump,Biden,,5,0.0020125,Trump wins popular vote but loses Electoral College,1,2020-07-23,10:38:51 10 Aug 2020,40000
2020,President,Trump,Biden,,6,0.08595,Biden wins popular vote but loses Electoral College,1,2020-07-23,10:38:51 10 Aug 2020,40000
2020,President,Trump,Biden,,8,0.1385,Trump majority (at least 50 percent of the vote),1,2020-07-23,10:38:51 10 Aug 2020,40000
2020,President,Trump,Biden,,9,0.765275,Biden majority (at least 50 percent of the vote),1,2020-07-23,10:38:51 10 Aug 2020,40000
2020,President,Trump,Biden,,10,0.01665,Trump landslide (double-digit popular vote margin),1,2020-07-23,10:38:51 10 Aug 2020,40000
2020,President,Trump,Biden,,11,0.331675,Biden landslide (double-digit popular vote margin),1,2020-07-23,10:38:51 10 Aug 2020,40000
2020,President,Trump,Biden,,12,0.00015,Map exactly the same as in 2016,1,2020-07-23,10:38:51 10 Aug 2020,40000
2020,President,Trump,Biden,,13,0.444275,Trump wins at least one state Clinton won in 2016,1,2020-07-23,10:38:51 10 Aug 2020,40000
2020,President,Trump,Biden,,14,0.879775,Biden wins at least one state Trump won in 2016,1,2020-07-23,10:38:51 10 Aug 2020,40000
2020,President,Trump,Biden,,1,0.002775,Electoral College deadlock (No candidate gets 270 electoral votes),1,2020-07-22,10:38:41 10 Aug 2020,40000
2020,President,Trump,Biden,,2,0.04115,Recount (1+ decisive states within 0.5 ppt),1,2020-07-22,10:38:41 10 Aug 2020,40000
2020,President,Trump,Biden,,3,0.178925,Trump wins popular vote,1,2020-07-22,10:38:41 10 Aug 2020,40000
2020,President,Trump,Biden,,4,0.821075,Biden wins popular vote,1,2020-07-22,10:38:41 10 Aug 2020,40000
2020,President,Trump,Biden,,5,0.002325,Trump wins popular vote but loses Electoral College,1,2020-07-22,10:38:41 10 Aug 2020,40000
2020,President,Trump,Biden,,6,0.0770125,Biden wins popular vote but loses Electoral College,1,2020-07-22,10:38:41 10 Aug 2020,40000
2020,President,Trump,Biden,,8,0.139575,Trump majority (at least 50 percent of the vote),1,2020-07-22,10:38:41 10 Aug 2020,40000
2020,President,Trump,Biden,,9,0.7723,Biden majority (at least 50 percent of the vote),1,2020-07-22,10:38:41 10 Aug 2020,40000
2020,President,Trump,Biden,,10,0.0175,Trump landslide (double-digit popular vote margin),1,2020-07-22,10:38:41 10 Aug 2020,40000
2020,President,Trump,Biden,,11,0.341325,Biden landslide (double-digit popular vote margin),1,2020-07-22,10:38:41 10 Aug 2020,40000
2020,President,Trump,Biden,,12,0.000375,Map exactly the same as in 2016,1,2020-07-22,10:38:41 10 Aug 2020,40000
2020,President,Trump,Biden,,13,0.434975,Trump wins at least one state Clinton won in 2016,1,2020-07-22,10:38:41 10 Aug 2020,40000
2020,President,Trump,Biden,,14,0.882025,Biden wins at least one state Trump won in 2016,1,2020-07-22,10:38:41 10 Aug 2020,40000
2020,President,Trump,Biden,,1,0.00255,Electoral College deadlock (No candidate gets 270 electoral votes),1,2020-07-21,10:39:48 10 Aug 2020,40000
2020,President,Trump,Biden,,2,0.04095,Recount (1+ decisive states within 0.5 ppt),1,2020-07-21,10:39:48 10 Aug 2020,40000
2020,President,Trump,Biden,,3,0.185725,Trump wins popular vote,1,2020-07-21,10:39:48 10 Aug 2020,40000
2020,President,Trump,Biden,,4,0.814275,Biden wins popular vote,1,2020-07-21,10:39:48 10 Aug 2020,40000
2020,President,Trump,Biden,,5,0.002825,Trump wins popular vote but loses Electoral College,1,2020-07-21,10:39:48 10 Aug 2020,40000
2020,President,Trump,Biden,,6,0.076675,Biden wins popular vote but loses Electoral College,1,2020-07-21,10:39:48 10 Aug 2020,40000
2020,President,Trump,Biden,,8,0.144825,Trump majority (at least 50 percent of the vote),1,2020-07-21,10:39:48 10 Aug 2020,40000
2020,President,Trump,Biden,,9,0.766025,Biden majority (at least 50 percent of the vote),1,2020-07-21,10:39:48 10 Aug 2020,40000
2020,President,Trump,Biden,,10,0.0174,Trump landslide (double-digit popular vote margin),1,2020-07-21,10:39:48 10 Aug 2020,40000
2020,President,Trump,Biden,,11,0.32905,Biden landslide (double-digit popular vote margin),1,2020-07-21,10:39:48 10 Aug 2020,40000
2020,President,Trump,Biden,,12,0.00025,Map exactly the same as in 2016,1,2020-07-21,10:39:48 10 Aug 2020,40000
2020,President,Trump,Biden,,13,0.440775,Trump wins at least one state Clinton won in 2016,1,2020-07-21,10:39:48 10 Aug 2020,40000
2020,President,Trump,Biden,,14,0.87785,Biden wins at least one state Trump won in 2016,1,2020-07-21,10:39:48 10 Aug 2020,40000
2020,President,Trump,Biden,,1,0.0025,Electoral College deadlock (No candidate gets 270 electoral votes),1,2020-07-20,10:42:12 10 Aug 2020,40000
2020,President,Trump,Biden,,2,0.03975,Recount (1+ decisive states within 0.5 ppt),1,2020-07-20,10:42:12 10 Aug 2020,40000
2020,President,Trump,Biden,,3,0.1779,Trump wins popular vote,1,2020-07-20,10:42:12 10 Aug 2020,40000
2020,President,Trump,Biden,,4,0.8221,Biden wins popular vote,1,2020-07-20,10:42:12 10 Aug 2020,40000
2020,President,Trump,Biden,,5,0.0017625,Trump wins popular vote but loses Electoral College,1,2020-07-20,10:42:12 10 Aug 2020,40000
2020,President,Trump,Biden,,6,0.0746625,Biden wins popular vote but loses Electoral College,1,2020-07-20,10:42:12 10 Aug 2020,40000
2020,President,Trump,Biden,,8,0.138325,Trump majority (at least 50 percent of the vote),1,2020-07-20,10:42:12 10 Aug 2020,40000
2020,President,Trump,Biden,,9,0.773,Biden majority (at least 50 percent of the vote),1,2020-07-20,10:42:12 10 Aug 2020,40000
2020,President,Trump,Biden,,10,0.018375,Trump landslide (double-digit popular vote margin),1,2020-07-20,10:42:12 10 Aug 2020,40000
2020,President,Trump,Biden,,11,0.345375,Biden landslide (double-digit popular vote margin),1,2020-07-20,10:42:12 10 Aug 2020,40000
2020,President,Trump,Biden,,12,0.000325,Map exactly the same as in 2016,1,2020-07-20,10:42:12 10 Aug 2020,40000
2020,President,Trump,Biden,,13,0.431175,Trump wins at least one state Clinton won in 2016,1,2020-07-20,10:42:12 10 Aug 2020,40000
2020,President,Trump,Biden,,14,0.8811,Biden wins at least one state Trump won in 2016,1,2020-07-20,10:42:12 10 Aug 2020,40000
2020,President,Trump,Biden,,1,0.0026,Electoral College deadlock (No candidate gets 270 electoral votes),1,2020-07-19,10:44:46 10 Aug 2020,40000
2020,President,Trump,Biden,,2,0.041775,Recount (1+ decisive states within 0.5 ppt),1,2020-07-19,10:44:46 10 Aug 2020,40000
2020,President,Trump,Biden,,3,0.180875,Trump wins popular vote,1,2020-07-19,10:44:46 10 Aug 2020,40000
2020,President,Trump,Biden,,4,0.819125,Biden wins popular vote,1,2020-07-19,10:44:46 10 Aug 2020,40000
2020,President,Trump,Biden,,5,0.002125,Trump wins popular vote but loses Electoral College,1,2020-07-19,10:44:46 10 Aug 2020,40000
2020,President,Trump,Biden,,6,0.07915,Biden wins popular vote but loses Electoral College,1,2020-07-19,10:44:46 10 Aug 2020,40000
2020,President,Trump,Biden,,8,0.140975,Trump majority (at least 50 percent of the vote),1,2020-07-19,10:44:46 10 Aug 2020,40000
2020,President,Trump,Biden,,9,0.771225,Biden majority (at least 50 percent of the vote),1,2020-07-19,10:44:46 10 Aug 2020,40000
2020,President,Trump,Biden,,10,0.01715,Trump landslide (double-digit popular vote margin),1,2020-07-19,10:44:46 10 Aug 2020,40000
2020,President,Trump,Biden,,11,0.3398,Biden landslide (double-digit popular vote margin),1,2020-07-19,10:44:46 10 Aug 2020,40000
2020,President,Trump,Biden,,12,0.000475,Map exactly the same as in 2016,1,2020-07-19,10:44:46 10 Aug 2020,40000
2020,President,Trump,Biden,,13,0.4326,Trump wins at least one state Clinton won in 2016,1,2020-07-19,10:44:46 10 Aug 2020,40000
2020,President,Trump,Biden,,14,0.8838,Biden wins at least one state Trump won in 2016,1,2020-07-19,10:44:46 10 Aug 2020,40000
2020,President,Trump,Biden,,1,0.00305,Electoral College deadlock (No candidate gets 270 electoral votes),1,2020-07-18,10:45:11 10 Aug 2020,40000
2020,President,Trump,Biden,,2,0.041225,Recount (1+ decisive states within 0.5 ppt),1,2020-07-18,10:45:11 10 Aug 2020,40000
2020,President,Trump,Biden,,3,0.181425,Trump wins popular vote,1,2020-07-18,10:45:11 10 Aug 2020,40000
2020,President,Trump,Biden,,4,0.818575,Biden wins popular vote,1,2020-07-18,10:45:11 10 Aug 2020,40000
2020,President,Trump,Biden,,5,0.0019875,Trump wins popular vote but loses Electoral College,1,2020-07-18,10:45:11 10 Aug 2020,40000
2020,President,Trump,Biden,,6,0.0834375,Biden wins popular vote but loses Electoral College,1,2020-07-18,10:45:11 10 Aug 2020,40000
2020,President,Trump,Biden,,8,0.141,Trump majority (at least 50 percent of the vote),1,2020-07-18,10:45:11 10 Aug 2020,40000
2020,President,Trump,Biden,,9,0.770225,Biden majority (at least 50 percent of the vote),1,2020-07-18,10:45:11 10 Aug 2020,40000
2020,President,Trump,Biden,,10,0.018175,Trump landslide (double-digit popular vote margin),1,2020-07-18,10:45:11 10 Aug 2020,40000
2020,President,Trump,Biden,,11,0.33975,Biden landslide (double-digit popular vote margin),1,2020-07-18,10:45:11 10 Aug 2020,40000
2020,President,Trump,Biden,,12,0.000475,Map exactly the same as in 2016,1,2020-07-18,10:45:11 10 Aug 2020,40000
2020,President,Trump,Biden,,13,0.433825,Trump wins at least one state Clinton won in 2016,1,2020-07-18,10:45:11 10 Aug 2020,40000
2020,President,Trump,Biden,,14,0.88105,Biden wins at least one state Trump won in 2016,1,2020-07-18,10:45:11 10 Aug 2020,40000
2020,President,Trump,Biden,,1,0.00285,Electoral College deadlock (No candidate gets 270 electoral votes),1,2020-07-17,10:44:52 10 Aug 2020,40000
2020,President,Trump,Biden,,2,0.038925,Recount (1+ decisive states within 0.5 ppt),1,2020-07-17,10:44:52 10 Aug 2020,40000
2020,President,Trump,Biden,,3,0.182225,Trump wins popular vote,1,2020-07-17,10:44:52 10 Aug 2020,40000
2020,President,Trump,Biden,,4,0.817775,Biden wins popular vote,1,2020-07-17,10:44:52 10 Aug 2020,40000
2020,President,Trump,Biden,,5,0.0016125,Trump wins popular vote but loses Electoral College,1,2020-07-17,10:44:52 10 Aug 2020,40000
2020,President,Trump,Biden,,6,0.0831125,Biden wins popular vote but loses Electoral College,1,2020-07-17,10:44:52 10 Aug 2020,40000
2020,President,Trump,Biden,,8,0.142,Trump majority (at least 50 percent of the vote),1,2020-07-17,10:44:52 10 Aug 2020,40000
2020,President,Trump,Biden,,9,0.7692,Biden majority (at least 50 percent of the vote),1,2020-07-17,10:44:52 10 Aug 2020,40000
2020,President,Trump,Biden,,10,0.01855,Trump landslide (double-digit popular vote margin),1,2020-07-17,10:44:52 10 Aug 2020,40000
2020,President,Trump,Biden,,11,0.34175,Biden landslide (double-digit popular vote margin),1,2020-07-17,10:44:52 10 Aug 2020,40000
2020,President,Trump,Biden,,12,0.0004,Map exactly the same as in 2016,1,2020-07-17,10:44:52 10 Aug 2020,40000
2020,President,Trump,Biden,,13,0.43525,Trump wins at least one state Clinton won in 2016,1,2020-07-17,10:44:52 10 Aug 2020,40000
2020,President,Trump,Biden,,14,0.8815,Biden wins at least one state Trump won in 2016,1,2020-07-17,10:44:52 10 Aug 2020,40000
2020,President,Trump,Biden,,1,0.0027,Electoral College deadlock (No candidate gets 270 electoral votes),1,2020-07-16,10:46:23 10 Aug 2020,40000
2020,President,Trump,Biden,,2,0.041325,Recount (1+ decisive states within 0.5 ppt),1,2020-07-16,10:46:23 10 Aug 2020,40000
2020,President,Trump,Biden,,3,0.18045,Trump wins popular vote,1,2020-07-16,10:46:23 10 Aug 2020,40000
2020,President,Trump,Biden,,4,0.81955,Biden wins popular vote,1,2020-07-16,10:46:23 10 Aug 2020,40000
2020,President,Trump,Biden,,5,0.0021875,Trump wins popular vote but loses Electoral College,1,2020-07-16,10:46:23 10 Aug 2020,40000
2020,President,Trump,Biden,,6,0.0824375,Biden wins popular vote but loses Electoral College,1,2020-07-16,10:46:23 10 Aug 2020,40000
2020,President,Trump,Biden,,8,0.1388,Trump majority (at least 50 percent of the vote),1,2020-07-16,10:46:23 10 Aug 2020,40000
2020,President,Trump,Biden,,9,0.769675,Biden majority (at least 50 percent of the vote),1,2020-07-16,10:46:23 10 Aug 2020,40000
2020,President,Trump,Biden,,10,0.01715,Trump landslide (double-digit popular vote margin),1,2020-07-16,10:46:23 10 Aug 2020,40000
2020,President,Trump,Biden,,11,0.346575,Biden landslide (double-digit popular vote margin),1,2020-07-16,10:46:23 10 Aug 2020,40000
2020,President,Trump,Biden,,12,0.0006,Map exactly the same as in 2016,1,2020-07-16,10:46:23 10 Aug 2020,40000
2020,President,Trump,Biden,,13,0.4361,Trump wins at least one state Clinton won in 2016,1,2020-07-16,10:46:23 10 Aug 2020,40000
2020,President,Trump,Biden,,14,0.88195,Biden wins at least one state Trump won in 2016,1,2020-07-16,10:46:23 10 Aug 2020,40000
2020,President,Trump,Biden,,1,0.0028,Electoral College deadlock (No candidate gets 270 electoral votes),1,2020-07-15,10:48:47 10 Aug 2020,40000
2020,President,Trump,Biden,,2,0.039925,Recount (1+ decisive states within 0.5 ppt),1,2020-07-15,10:48:47 10 Aug 2020,40000
2020,President,Trump,Biden,,3,0.1648,Trump wins popular vote,1,2020-07-15,10:48:47 10 Aug 2020,40000
2020,President,Trump,Biden,,4,0.8352,Biden wins popular vote,1,2020-07-15,10:48:47 10 Aug 2020,40000
2020,President,Trump,Biden,,5,0.0019625,Trump wins popular vote but loses Electoral College,1,2020-07-15,10:48:47 10 Aug 2020,40000
2020,President,Trump,Biden,,6,0.0777625,Biden wins popular vote but loses Electoral College,1,2020-07-15,10:48:47 10 Aug 2020,40000
2020,President,Trump,Biden,,8,0.127675,Trump majority (at least 50 percent of the vote),1,2020-07-15,10:48:47 10 Aug 2020,40000
2020,President,Trump,Biden,,9,0.787875,Biden majority (at least 50 percent of the vote),1,2020-07-15,10:48:47 10 Aug 2020,40000
2020,President,Trump,Biden,,10,0.014125,Trump landslide (double-digit popular vote margin),1,2020-07-15,10:48:47 10 Aug 2020,40000
2020,President,Trump,Biden,,11,0.35705,Biden landslide (double-digit popular vote margin),1,2020-07-15,10:48:47 10 Aug 2020,40000
2020,President,Trump,Biden,,12,0.000275,Map exactly the same as in 2016,1,2020-07-15,10:48:47 10 Aug 2020,40000
2020,President,Trump,Biden,,13,0.41295,Trump wins at least one state Clinton won in 2016,1,2020-07-15,10:48:47 10 Aug 2020,40000
2020,President,Trump,Biden,,14,0.8963,Biden wins at least one state Trump won in 2016,1,2020-07-15,10:48:47 10 Aug 2020,40000
2020,President,Trump,Biden,,1,0.002975,Electoral College deadlock (No candidate gets 270 electoral votes),1,2020-07-14,10:51:08 10 Aug 2020,40000
2020,President,Trump,Biden,,2,0.03945,Recount (1+ decisive states within 0.5 ppt),1,2020-07-14,10:51:08 10 Aug 2020,40000
2020,President,Trump,Biden,,3,0.1793,Trump wins popular vote,1,2020-07-14,10:51:08 10 Aug 2020,40000
2020,President,Trump,Biden,,4,0.8207,Biden wins popular vote,1,2020-07-14,10:51:08 10 Aug 2020,40000
2020,President,Trump,Biden,,5,0.0020375,Trump wins popular vote but loses Electoral College,1,2020-07-14,10:51:08 10 Aug 2020,40000
2020,President,Trump,Biden,,6,0.08275,Biden wins popular vote but loses Electoral College,1,2020-07-14,10:51:08 10 Aug 2020,40000
2020,President,Trump,Biden,,8,0.13985,Trump majority (at least 50 percent of the vote),1,2020-07-14,10:51:08 10 Aug 2020,40000
2020,President,Trump,Biden,,9,0.7729,Biden majority (at least 50 percent of the vote),1,2020-07-14,10:51:08 10 Aug 2020,40000
2020,President,Trump,Biden,,10,0.017575,Trump landslide (double-digit popular vote margin),1,2020-07-14,10:51:08 10 Aug 2020,40000
2020,President,Trump,Biden,,11,0.351275,Biden landslide (double-digit popular vote margin),1,2020-07-14,10:51:08 10 Aug 2020,40000
2020,President,Trump,Biden,,12,0.000125,Map exactly the same as in 2016,1,2020-07-14,10:51:08 10 Aug 2020,40000
2020,President,Trump,Biden,,13,0.435625,Trump wins at least one state Clinton won in 2016,1,2020-07-14,10:51:08 10 Aug 2020,40000
2020,President,Trump,Biden,,14,0.886525,Biden wins at least one state Trump won in 2016,1,2020-07-14,10:51:08 10 Aug 2020,40000
2020,President,Trump,Biden,,1,0.002975,Electoral College deadlock (No candidate gets 270 electoral votes),1,2020-07-13,10:51:31 10 Aug 2020,40000
2020,President,Trump,Biden,,2,0.04085,Recount (1+ decisive states within 0.5 ppt),1,2020-07-13,10:51:31 10 Aug 2020,40000
2020,President,Trump,Biden,,3,0.177825,Trump wins popular vote,1,2020-07-13,10:51:31 10 Aug 2020,40000
2020,President,Trump,Biden,,4,0.822175,Biden wins popular vote,1,2020-07-13,10:51:31 10 Aug 2020,40000
2020,President,Trump,Biden,,5,0.0014375,Trump wins popular vote but loses Electoral College,1,2020-07-13,10:51:31 10 Aug 2020,40000
2020,President,Trump,Biden,,6,0.083275,Biden wins popular vote but loses Electoral College,1,2020-07-13,10:51:31 10 Aug 2020,40000
2020,President,Trump,Biden,,8,0.1388,Trump majority (at least 50 percent of the vote),1,2020-07-13,10:51:31 10 Aug 2020,40000
2020,President,Trump,Biden,,9,0.773725,Biden majority (at least 50 percent of the vote),1,2020-07-13,10:51:31 10 Aug 2020,40000
2020,President,Trump,Biden,,10,0.0181,Trump landslide (double-digit popular vote margin),1,2020-07-13,10:51:31 10 Aug 2020,40000
2020,President,Trump,Biden,,11,0.3555,Biden landslide (double-digit popular vote margin),1,2020-07-13,10:51:31 10 Aug 2020,40000
2020,President,Trump,Biden,,12,0.0004,Map exactly the same as in 2016,1,2020-07-13,10:51:31 10 Aug 2020,40000
2020,President,Trump,Biden,,13,0.4293,Trump wins at least one state Clinton won in 2016,1,2020-07-13,10:51:31 10 Aug 2020,40000
2020,President,Trump,Biden,,14,0.88325,Biden wins at least one state Trump won in 2016,1,2020-07-13,10:51:31 10 Aug 2020,40000
2020,President,Trump,Biden,,1,0.003225,Electoral College deadlock (No candidate gets 270 electoral votes),1,2020-07-12,10:51:04 10 Aug 2020,40000
2020,President,Trump,Biden,,2,0.041625,Recount (1+ decisive states within 0.5 ppt),1,2020-07-12,10:51:04 10 Aug 2020,40000
2020,President,Trump,Biden,,3,0.18445,Trump wins popular vote,1,2020-07-12,10:51:04 10 Aug 2020,40000
2020,President,Trump,Biden,,4,0.81555,Biden wins popular vote,1,2020-07-12,10:51:04 10 Aug 2020,40000
2020,President,Trump,Biden,,5,0.00155,Trump wins popular vote but loses Electoral College,1,2020-07-12,10:51:04 10 Aug 2020,40000
